query_id	m	theta	hl	segm	gt_l_bucket	gt_r_bucket	gt_J_l	gt_J_r	gt_C_l	gt_C_r	gt_C_l_lmax	gt_C_r_lmax	#J>theta	#C>theta	J>theta	C>theta
S1_5960!NC_060948.1!43800423!43807034!-	310	0.75	413	NC_060948.1	5296	5297	0.229282	0.640957	0.267742	0.777419	0.267742	0.777419	0	7	{}	{(NC_060948.1,5297),(NC_060948.1,4404),(NC_060948.1,5298),(NC_060948.1,4360),(NC_060948.1,4359),(NC_060948.1,4719),(NC_060948.1,4718),}
S1_517!NC_060948.1!38890844!38900384!+	476	0.75	634	NC_060948.1	3063	3064	0.622351	0.677643	0.80042	0.823529	0.80042	0.823529	0	49	{}	{(NC_060948.1,3475),(NC_060948.1,2832),(NC_060948.1,3037),(NC_060948.1,3445),(NC_060948.1,3064),(NC_060948.1,2831),(NC_060948.1,3036),(NC_060948.1,3063),(NC_060948.1,3444),(NC_060948.1,3065),(NC_060948.1,3476),(NC_060948.1,2861),(NC_060948.1,3066),(NC_060948.1,4131),(NC_060948.1,4254),(NC_060948.1,4132),(NC_060948.1,4255),(NC_060948.1,3474),(NC_060948.1,4126),(NC_060948.1,4125),(NC_060948.1,4249),(NC_060948.1,3863),(NC_060948.1,2862),(NC_060948.1,4395),(NC_060948.1,4396),(NC_060948.1,3862),(NC_060948.1,3860),(NC_060948.1,3861),(NC_060948.1,4147),(NC_060948.1,4146),(NC_060948.1,4269),(NC_060948.1,4268),(NC_060948.1,2860),(NC_060948.1,4537),(NC_060948.1,4250),(NC_060948.1,2578),(NC_060948.1,2990),(NC_060948.1,2714),(NC_060948.1,3809),(NC_060948.1,2656),(NC_060948.1,2717),(NC_060948.1,2991),(NC_060948.1,3038),(NC_060948.1,3446),(NC_060948.1,4538),(NC_060948.1,4271),(NC_060948.1,4270),(NC_060948.1,4688),(NC_060948.1,4685),}
S1_6193!NC_060948.1!56508751!56521602!+	692	0.75	922	NC_060948.1	3062	3063	0.64124	0.64124	0.777457	0.777457	0.777457	0.777457	0	2	{}	{(NC_060948.1,3063),(NC_060948.1,3062),}
S1_5044!NC_060948.1!23716542!23724364!-	406	0.75	541	NC_060948.1	2175	2176	0.338061	0.679752	0.352217	0.810345	0.352217	0.810345	0	5	{}	{(NC_060948.1,2176),(NC_060948.1,2234),(NC_060948.1,2233),(NC_060948.1,2384),(NC_060948.1,2383),}
S1_5036!NC_060948.1!19267126!19279836!-	615	0.75	820	NC_060948.1	1165	1166	0.498603	0.653639	0.580488	0.788618	0.580488	0.788618	0	3	{}	{(NC_060948.1,1166),(NC_060948.1,1116),(NC_060948.1,1115),}
S1_4121!NC_060948.1!1991071!1998763!+	402	0.75	536	NC_060948.1	183	184	0.546154	0.588803	0.706468	0.758706	0.706468	0.758706	0	1	{}	{(NC_060948.1,184),}
S1_2185!NC_060948.1!21357602!21371312!+	685	0.75	913	NC_060948.1	1159	1160	0.0321181	0.642599	0.0554745	0.779562	0.0540146	0.779562	0	1	{}	{(NC_060948.1,1160),}
S1_1586!NC_060948.1!23665782!23674739!-	452	0.75	602	NC_060948.1	1950	1951	0.131356	0.625899	0.139381	0.769912	0.137168	0.769912	0	4	{}	{(NC_060948.1,1951),(NC_060948.1,2146),(NC_060948.1,2012),(NC_060948.1,2011),}
S1_2153!NC_060948.1!42545896!42552776!+	355	0.75	473	NC_060948.1	4497	4498	0.615385	0.615385	0.766197	0.766197	0.766197	0.766197	0	14	{}	{(NC_060948.1,4498),(NC_060948.1,4497),(NC_060948.1,4492),(NC_060948.1,4491),(NC_060948.1,5041),(NC_060948.1,5036),(NC_060948.1,5037),(NC_060948.1,3511),(NC_060948.1,3463),(NC_060948.1,3464),(NC_060948.1,3647),(NC_060948.1,3646),(NC_060948.1,4014),(NC_060948.1,4013),}
S1_3883!NC_060948.1!24457577!24467625!+	463	0.75	617	NC_060948.1	1967	1968	0.340426	0.663082	0.38013	0.801296	0.38013	0.801296	0	4	{}	{(NC_060948.1,1968),(NC_060948.1,1898),(NC_060948.1,2100),(NC_060948.1,2099),}
S1_6206!NC_060948.1!5911568!5919560!-	416	0.75	554	NC_060948.1	531	532	0.238411	0.697769	0.259615	0.826923	0.259615	0.826923	0	1	{}	{(NC_060948.1,532),}
S1_5516!NC_060948.1!34160517!34171084!-	561	0.75	748	NC_060948.1	2280	2281	0.594517	0.67171	0.784314	0.791444	0.773619	0.791444	0	57	{}	{(NC_060948.1,2297),(NC_060948.1,2298),(NC_060948.1,2289),(NC_060948.1,2290),(NC_060948.1,2281),(NC_060948.1,2282),(NC_060948.1,2299),(NC_060948.1,3177),(NC_060948.1,2530),(NC_060948.1,2531),(NC_060948.1,2529),(NC_060948.1,2532),(NC_060948.1,2296),(NC_060948.1,2291),(NC_060948.1,2184),(NC_060948.1,2183),(NC_060948.1,2181),(NC_060948.1,2182),(NC_060948.1,2180),(NC_060948.1,2283),(NC_060948.1,2287),(NC_060948.1,2288),(NC_060948.1,2295),(NC_060948.1,2280),(NC_060948.1,2272),(NC_060948.1,2170),(NC_060948.1,2518),(NC_060948.1,2519),(NC_060948.1,2832),(NC_060948.1,2831),(NC_060948.1,2833),(NC_060948.1,2834),(NC_060948.1,2835),(NC_060948.1,2533),(NC_060948.1,2273),(NC_060948.1,2521),(NC_060948.1,2172),(NC_060948.1,3178),(NC_060948.1,3179),(NC_060948.1,2171),(NC_060948.1,2520),(NC_060948.1,2830),(NC_060948.1,2271),(NC_060948.1,3510),(NC_060948.1,2142),(NC_060948.1,2143),(NC_060948.1,3613),(NC_060948.1,3614),(NC_060948.1,3509),(NC_060948.1,3152),(NC_060948.1,3153),(NC_060948.1,2284),(NC_060948.1,3154),(NC_060948.1,2837),(NC_060948.1,2836),(NC_060948.1,3508),(NC_060948.1,3726),}
S1_3498!NC_060948.1!27870523!27881629!-	607	0.75	809	NC_060948.1	1709	1710	0.682893	0.688547	0.808896	0.812191	0.808896	0.812191	0	4	{}	{(NC_060948.1,1710),(NC_060948.1,1709),(NC_060948.1,1708),(NC_060948.1,1711),}
S1_259!NC_060948.1!26652101!26665310!+	615	0.75	820	NC_060948.1	1614	1615	0.5722	0.671485	0.689431	0.830894	0.689431	0.830894	0	2	{}	{(NC_060948.1,1615),(NC_060948.1,1516),}
S1_3738!NC_060948.1!30610074!30618361!-	421	0.75	561	NC_060948.1	2716	2717	0.62249	0.620424	0.764846	0.764846	0.764846	0.764846	0	7	{}	{(NC_060948.1,2717),(NC_060948.1,2716),(NC_060948.1,2664),(NC_060948.1,2718),(NC_060948.1,2665),(NC_060948.1,2663),(NC_060948.1,2715),}
S1_1431!NC_060948.1!43218618!43225629!+	336	0.75	448	NC_060948.1	4817	4818	0.516484	0.619512	0.705357	0.755952	0.681548	0.755952	0	1	{}	{(NC_060948.1,4818),}
S1_1143!NC_060948.1!19965975!19974767!+	398	0.75	530	NC_060948.1	1870	1871	0.566219	0.567829	0.741206	0.741206	0.741206	0.741206	0	0	{}	{}
S1_4136!NC_060948.1!11791099!11807100!-	748	0.75	997	NC_060948.1	587	588	0.635076	0.635076	0.779412	0.779412	0.779412	0.779412	0	2	{}	{(NC_060948.1,587),(NC_060948.1,588),}
S1_4976!NC_060948.1!9009806!9017352!-	349	0.75	465	NC_060948.1	966	967	0.641686	0.641686	0.7851	0.7851	0.7851	0.7851	0	13	{}	{(NC_060948.1,966),(NC_060948.1,967),(NC_060948.1,1005),(NC_060948.1,1006),(NC_060948.1,1036),(NC_060948.1,971),(NC_060948.1,994),(NC_060948.1,995),(NC_060948.1,984),(NC_060948.1,1053),(NC_060948.1,1033),(NC_060948.1,1025),(NC_060948.1,1034),}
S1_5981!NC_060948.1!44429702!44441090!+	583	0.75	777	NC_060948.1	2855	2856	0.556283	0.667135	0.780446	0.814751	0.759863	0.814751	0	106	{}	{(NC_060948.1,2856),(NC_060948.1,2524),(NC_060948.1,2523),(NC_060948.1,2356),(NC_060948.1,2857),(NC_060948.1,3212),(NC_060948.1,3213),(NC_060948.1,2419),(NC_060948.1,2929),(NC_060948.1,2327),(NC_060948.1,2468),(NC_060948.1,3421),(NC_060948.1,3317),(NC_060948.1,2829),(NC_060948.1,2828),(NC_060948.1,2801),(NC_060948.1,3620),(NC_060948.1,2301),(NC_060948.1,2802),(NC_060948.1,2588),(NC_060948.1,3140),(NC_060948.1,2467),(NC_060948.1,3316),(NC_060948.1,2418),(NC_060948.1,2551),(NC_060948.1,2881),(NC_060948.1,2886),(NC_060948.1,2885),(NC_060948.1,2552),(NC_060948.1,2889),(NC_060948.1,2355),(NC_060948.1,2387),(NC_060948.1,2882),(NC_060948.1,2357),(NC_060948.1,2855),(NC_060948.1,3139),(NC_060948.1,2548),(NC_060948.1,3895),(NC_060948.1,2326),(NC_060948.1,2800),(NC_060948.1,2388),(NC_060948.1,2384),(NC_060948.1,2300),(NC_060948.1,3575),(NC_060948.1,3420),(NC_060948.1,3621),(NC_060948.1,2302),(NC_060948.1,3894),(NC_060948.1,3567),(NC_060948.1,2385),(NC_060948.1,2587),(NC_060948.1,3619),(NC_060948.1,2525),(NC_060948.1,2383),(NC_060948.1,2547),(NC_060948.1,2880),(NC_060948.1,2884),(NC_060948.1,3944),(NC_060948.1,3943),(NC_060948.1,3566),(NC_060948.1,2354),(NC_060948.1,3097),(NC_060948.1,2804),(NC_060948.1,2471),(NC_060948.1,2470),(NC_060948.1,3417),(NC_060948.1,3618),(NC_060948.1,2827),(NC_060948.1,2416),(NC_060948.1,2586),(NC_060948.1,2585),(NC_060948.1,2926),(NC_060948.1,2303),(NC_060948.1,2382),(NC_060948.1,3314),(NC_060948.1,3313),(NC_060948.1,3418),(NC_060948.1,2325),(NC_060948.1,2465),(NC_060948.1,2462),(NC_060948.1,2299),(NC_060948.1,2298),(NC_060948.1,2464),(NC_060948.1,2493),(NC_060948.1,2494),(NC_060948.1,2521),(NC_060948.1,2796),(NC_060948.1,2795),(NC_060948.1,2798),(NC_060948.1,2296),(NC_060948.1,2797),(NC_060948.1,2854),(NC_060948.1,2466),(NC_060948.1,3209),(NC_060948.1,3574),(NC_060948.1,2328),(NC_060948.1,2522),(NC_060948.1,3136),(NC_060948.1,3095),(NC_060948.1,3573),(NC_060948.1,2415),(NC_060948.1,2584),(NC_060948.1,3565),(NC_060948.1,2546),(NC_060948.1,2463),(NC_060948.1,3691),}
S1_6124!NC_060948.1!4947971!4958834!-	534	0.75	712	NC_060948.1	345	346	0.288991	0.630368	0.353933	0.769663	0.353933	0.769663	0	1	{}	{(NC_060948.1,346),}
S1_241!NC_060948.1!16364504!16379046!+	679	0.75	905	NC_060948.1	896	897	0.551091	0.57732	0.706922	0.743741	0.706922	0.743741	0	0	{}	{}
S1_1197!NC_060948.1!16996937!17004751!+	392	0.75	522	NC_060948.1	1614	1615	0.0508906	0.665289	0.0510204	0.821429	0.0510204	0.821429	0	2	{}	{(NC_060948.1,1615),(NC_060948.1,1616),}
S1_269!NC_060948.1!1515220!1524033!+	422	0.75	562	NC_060948.1	132	133	0.048366	0.704082	0.0995261	0.817536	0.0924171	0.817536	0	2	{}	{(NC_060948.1,133),(NC_060948.1,134),}
S1_848!NC_060948.1!21545900!21553636!-	383	0.75	510	NC_060948.1	2096	2097	0.672566	0.672566	0.793734	0.793734	0.793734	0.793734	0	2	{}	{(NC_060948.1,2097),(NC_060948.1,2096),}
S1_5510!NC_060948.1!38914911!38929992!-	787	0.75	1049	NC_060948.1	1852	1853	0.614125	0.642708	0.780178	0.78526	0.777637	0.78399	0	11	{}	{(NC_060948.1,1853),(NC_060948.1,2101),(NC_060948.1,1852),(NC_060948.1,1729),(NC_060948.1,2100),(NC_060948.1,2083),(NC_060948.1,1836),(NC_060948.1,2082),(NC_060948.1,1712),(NC_060948.1,1835),(NC_060948.1,1711),}
S1_2989!NC_060948.1!61918689!61927288!+	448	0.75	597	NC_060948.1	5171	5172	0.623819	0.657033	0.756696	0.761161	0.756696	0.761161	0	2	{}	{(NC_060948.1,5172),(NC_060948.1,5171),}
S1_2017!NC_060948.1!549460!558479!+	451	0.75	601	NC_060948.1	43	44	0.0235294	0.684701	0.0576497	0.813747	0.0532151	0.813747	0	2	{}	{(NC_060948.1,44),(NC_060948.1,45),}
S1_3959!NC_060948.1!16301414!16308735!+	366	0.75	488	NC_060948.1	1656	1657	0.312821	0.656818	0.333333	0.795082	0.333333	0.795082	0	1	{}	{(NC_060948.1,1657),}
S1_961!NC_060948.1!46370669!46379467!+	417	0.75	556	NC_060948.1	4165	4166	0.492032	0.647177	0.676259	0.769784	0.666667	0.769784	0	4	{}	{(NC_060948.1,4167),(NC_060948.1,4166),(NC_060948.1,3687),(NC_060948.1,3686),}
